title,author,num_pages,average_rating,ratings_count,text_reviews_count,publisher,publication_date,isbn,adult,art,audiobook,biography,business,childrens,classics,comics,comedy,contemporary,culture,food_and_drink,crime,fantasy,fiction,sexuality_and_gender,literature,graphic_Novels,historical,history,horror,magna,memoir,music,mystery,nonfiction,paranormal,philosophy,poetry,psychology,religion,romance,science,science_fiction,self_help,suspense,spirituality,sports,thriller,travel,young_adult
CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,80,3.85,16,3,Cliffs Notes,11/26/1965,0822001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,803,4.05,9564,726,Barnes & Noble Classics,7/1/2003,1593080271,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,752,4.05,474,72,Dover Publications,11/23/2004,0486437965,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,803,4.05,303,48,Barnes & Noble,8/26/2004,1593081774,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinner with Anna Karenina,Gloria Goldreich,360,2.99,411,65,Mira Books,1/28/2006,0778322270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tolstoy: Anna Karenina,Anthony Thorlby,128,4.19,1204,33,Cambridge University Press,11/26/1987,0521313252,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untouchable,Mulk Raj Anand/E.M. Forster,160,3.71,3429,279,Penguin Books,7/3/1990,0140183957,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Untouchable,John Banville,367,3.95,2163,216,Vintage,6/30/1998,0679767479,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Untouchables,Eliot Ness/Oscar Fraley,256,3.89,613,31,Buccaneer Books,2/1/1996,1568491980,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,320,3.82,308,40,Scribner,9/27/2005,0743270797,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,100,4.2,10,0,Clarity Press,1/28/1995,0932863051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,224,3.65,16,4,Rowman & Littlefield Publishers,12/20/2000,0742508803,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,216,3.4,10,0,Pearson,9/22/2003,0205358624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,48,4.0,17,0,Teacher Created Resources,9/28/1991,1557344035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wrinkles in Time,George Smoot/Keay Davidson,360,4.01,1035,23,Harper Perennial,10/1/1994,0380720442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,250,4.0,36,6,EMC/Paradigm Publishing,5/1/2002,0821925326,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,32,3.6,15,0,Teaching Resources,1/1/2002,043927169X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,205,4.0,6,1,Turtleback Books,6/1/1984,0606105263,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,367,4.12,376,17,Little  Brown Book Group,6/1/1994,0751506435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,352,4.11,3086,237,William Morrow,1/3/2006,006078671X,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,320,3.94,352,44,Atria Books,11/1/2005,0743499344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,331,3.6,9852,633,Tor Books,3/7/2006,0765313405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,244,3.9,821,78,Vintage Crime/Black Lizard,8/10/2004,1400032490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,215,4.05,731,72,Vintage Crime/Black Lizard,3/8/2005,1400032482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,191,3.94,2897,178,Vintage Crime/Black Lizard,8/10/2004,1400032466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,144,3.89,98,11,Vintage,10/3/1990,0679732527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I am Charlotte Simmons,Tom Wolfe,738,3.42,20888,1688,Picador USA,8/30/2005,0312424442,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,48,3.91,66,19,Sterling,10/1/2001,0806930772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Puffin Book of Nonsense Verse,Quentin Blake,287,4.02,81,6,Puffin,10/3/1996,0140366601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Henry Miller on Writing,Henry Miller/Thomas H. Moore,217,4.22,981,52,New Directions Publishing,2/1/1964,0811201120,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quiet Days in Clichy,Henry Miller,154,3.69,3381,141,Grove Press,1/13/1994,080213016X,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tropic of Cancer,Henry Miller/Jiří Níl,318,3.68,53206,2376,Grove Press,1/6/1994,0802131786,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tropic of Capricorn,Henry Miller,348,3.78,14872,459,Grove Press,1/13/1994,0802151825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nexus (The Rosy Crucifixion  #3),Henry Miller,316,4.1,3261,58,Grove Press,1/13/1994,0802151787,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sexus (The Rosy Crucifixion  #1),Henry Miller,506,3.98,7805,251,Grove Press,1/12/1994,0802151809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Air-Conditioned Nightmare,Henry Miller,292,3.83,2699,142,New Directions,1/17/1970,0811201066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Portrait of a Lady,Henry James/Patricia Crick,797,3.78,61640,1951,Penguin Classics,9/30/2003,0141439637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,635,3.78,392,41,Barnes  Noble Classics,1/16/2004,1593080964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Writing,Marguerite Duras,91,3.75,778,44,Brookline Books,5/6/1999,1571290532,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The War,Marguerite Duras/Barbara Bray,192,3.85,963,65,The New Press,8/1/1994,1565842219,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,181,3.66,2057,128,Pantheon,3/12/1986,0394743040,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,178,3.68,203,8,One World (UK),7/1/1999,1851681825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,464,4.21,35,2,Interlink Publishing Group,4/1/1998,156656249X,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,102,4.19,328,16,Penguin Books,1/1/1998,014019553X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,216,3.98,1308,82,Knopf,2/21/1995,0394431243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,132,3.92,6432,517,Citadel,3/3/2003,0806501901,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Sand and Foam,Kahlil Gibran/جبران خليل جبران,100,4.08,3015,217,Knopf,6/14/2011,067943920X,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Treasure Island,Robert Louis Stevenson,311,3.83,318753,6734,Kingfisher,9/15/2001,0753453800,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Treasure Island,Robert Louis Stevenson/Scott McKowen,213,3.83,420,42,Sterling Children's Books,10/1/2004,1402714572,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Treasure Island,Robert Louis Stevenson,245,3.83,5967,276,Simon & Schuster,6/1/2005,1416500294,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,64,3.83,104,14,Atheneum Books for Young Readers,7/1/2003,0689854684,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Treasure Island,Robert Louis Stevenson/Milo Winter,272,3.83,56,4,Gramercy Books,9/3/2002,0517221144,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,232,4.05,91,16,Abdo Publishing Company,1/31/2006,1577658051,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100 Years of Lynchings,Ralph Ginzburg,270,4.61,88,4,Black Classic Press,11/22/1996,0933121180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cien años de soledad,Gabriel García Márquez,448,4.07,63,7,French & European,1/1/1990,0785950109,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On Beyond Zebra!,Dr. Seuss,64,4.04,2815,164,Random House Books for Young Readers,9/12/1955,0394800842,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Wedding Clause,Debbie Raleigh,256,3.6,95,13,Zebra,6/7/2005,0821778250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Zebra Wall,Kevin Henkes,147,3.44,217,24,Greenwillow Books,2/15/2005,0060733039,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
El perfume: Historia de un asesino,Patrick Süskind,239,4.02,4136,255,Booket,6/1/2002,8432216062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Door Into Summer,Robert A. Heinlein,304,4.01,17232,649,Del Rey,6/17/1997,0345413997,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stranger in a Strange Land,Robert A. Heinlein,528,3.92,251872,6241,Ace,10/1/1991,0441788386,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
To Sail Beyond the Sunset,Robert A. Heinlein,434,3.87,10293,193,Ace Books,6/1/1988,0441748600,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Job: A Comedy of Justice,Robert A. Heinlein,439,3.78,15970,438,Del Rey,10/12/1985,0345316509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,256,3.97,6898,200,Tor Books,8/8/2006,0765314932,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,307,4.06,67803,1401,Pocket Books,2/15/1991,0671742515,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,298,3.93,22091,746,Del Rey,4/26/2005,0345455290,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,368,4.14,2623,49,Del Rey,12/27/2005,0345476514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Douglas Adams's Starship Titanic,Terry Jones,256,3.6,885,84,Ballantine Books,10/27/1998,0345368436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,336,3.93,5,0,Turtleback Books,7/1/2003,1417622857,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,72,4.13,100,13,Samuel French  Inc.,1/12/2011,0573650969,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On Bullshit,Harry G. Frankfurt,67,3.57,9358,995,Princeton University Press,1/30/2005,0691122946,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Another Bullshit Night in Suck City,Nick Flynn,347,3.78,9318,907,W. W. Norton & Company,9/12/2005,0393329402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,317,4.14,120,15,Simon & Schuster,6/12/1993,0671867423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gettysburg Address,Abraham Lincoln/Michael McCurdy,32,4.53,5239,76,HMH Books for Young Readers,2/2/1998,0395883970,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underworld,Don DeLillo,827,3.92,1505,175,Scribner,7/9/1998,0684848155,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libra,Don DeLillo,480,3.99,11857,564,Penguin,5/1/1991,0140156046,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Americana,Don DeLillo,377,3.43,393,55,Penguin Books,7/6/1989,0140119485,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Running Dog,Don DeLillo,256,3.43,1356,72,Vintage Contemporaries,7/17/1989,0679722947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cosmopolis,Don DeLillo,224,3.22,460,41,Scribner,4/6/2004,0743244257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Great Jones Street,Don DeLillo,272,3.48,2492,145,Penguin Books,1/1/1994,0140179178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Names,Don DeLillo,339,3.64,3100,212,Vintage,7/17/1989,0679722955,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Against the Day,Thomas Pynchon,1085,4.13,5296,587,Penguin Press,11/21/2006,159420120X,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
V.,Thomas Pynchon,547,3.96,1415,177,Harper Perennial Modern Classics,7/5/2005,0060930217,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Crying of Lot 49,Thomas Pynchon,152,3.69,2161,230,Harper Perennial,4/1/1999,0060931671,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gravity's Rainbow,Thomas Pynchon,784,4.01,762,213,Penguin Books,1/1/2000,0140283382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,773,4.07,8086,602,Picador USA,1/3/2004,0312423209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vineland,Thomas Pynchon,385,3.69,702,69,Penguin Classics,9/1/1997,0141180633,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gravity's Rainbow,Thomas Pynchon,776,4.01,29764,2164,Penguin Books,10/31/2006,0143039946,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slow Learner: Early Stories,Thomas Pynchon,193,3.5,334,34,Back Bay Books,4/30/1985,0316724432,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,352,3.8,2473,220,Penguin Classics,8/29/1996,0140189300,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Year of Magical Thinking,Joan Didion,227,3.89,2656,336,Knopf Publishing Group,10/4/2005,140004314X,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The White Album,Joan Didion,222,4.17,11889,738,Farrar Straus Giroux,10/1/1990,0374522219,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Book of Common Prayer,Joan Didion,272,3.8,2962,255,Vintage International,4/11/1995,0679754865,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where I Was From,Joan Didion,240,3.86,2842,292,Vintage,9/14/2004,0679752862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slouching Towards Bethlehem,Joan Didion,238,4.21,26934,1825,Farrar Straus Giroux,10/1/1990,0374521727,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democracy,Joan Didion,234,3.81,2070,169,Vintage International,4/25/1995,0679754857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,1122,4.5,1564,108,Everyman's Library,10/17/2006,0307264874,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Play It As It Lays,Joan Didion/David Thomson,231,3.87,23656,1706,Farrar  Straus and Giroux,11/15/2005,0374529949,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
